tract,cems_percentile,utems_percentile,mems_percentile,cancer_twe_percentile,chronic_twe_percentile,acute_twe_percentile
06013392300,37.8248974008,0,37.6880984952,74.0082079343,51.0259917921,47.7428180575
06041101100,99.5896032832,0,99.3844049248,96.7852257182,99.316005472,99.4528043776
06041101200,80.9849521204,0,80.4377564979,93.2284541724,89.2612859097,90.4240766074
06041102100,18.53625171,0,18.53625171,67.3050615595,33.0369357045,16.2106703146
06041102202,1.09439124487,0,1.09439124487,2.94117647059,0.889192886457,10.6019151847
06041102203,86.7989056088,0,86.3885088919,51.1627906977,86.9357045144,85.0889192886
06041103100,49.2476060192,0,48.9740082079,83.4473324213,71.8194254446,55.4035567715
06041103200,38.7824897401,0,38.5772913817,71.1354309166,55.4719562244,46.9904240766
06041104102,44.049247606,0,43.8440492476,72.0930232558,59.439124487,52.5307797538
06041104104,40.8344733242,0,40.6292749658,75.0341997264,60.8071135431,49.8632010944
06041104200,46.9220246238,0,46.7168262654,72.6402188782,61.4911080711,55.4719562244
06041104300,93.2284541724,0,92.8180574555,95.8276333789,96.169630643,96.9904240766
06041105001,66.5526675787,0,66.1422708618,51.9151846785,73.6662106703,78.4541723666
06041105002,36.730506156,0,36.5937072503,87.4829001368,70.7250341997,0
06041106001,83.3789329685,0,82.9001367989,85.4309165527,82.6949384405,85.6361149111
06041106002,76.2653898769,0,75.7181942544,88.0300957592,83.1053351573,80.0273597811
06041107000,38.3036935705,0,38.098495212,46.0328317373,44.3228454172,48.8372093023
06041108100,71.8194254446,0,71.340629275,75.3761969904,56.634746922,43.9124487004
06041108201,26.2653898769,0,26.1285909713,76.1969904241,51.7099863201,26.1969904241
06041108202,67.8522571819,0,67.4418604651,82.2161422709,80.1641586867,79.7537619699
06041109001,6.70314637483,0,6.70314637483,27.975376197,13.8850889193,17.4418604651
06041109002,7.59233926129,0,7.59233926129,28.9329685363,79.9589603283,74.2818057456
06041110100,62.8590971272,0,62.4487004104,55.2667578659,70.7934336525,76.1285909713
06041110200,90.218878249,0,89.8084815321,73.3242134063,97.1272229822,96.3748290014
06041111001,43.1600547196,0,42.9548563611,76.1285909713,58.1395348837,43.365253078
06041111002,67.9890560876,0,67.5786593707,85.2941176471,80.3009575923,78.317373461
06041112100,91.1080711354,0,90.6976744186,62.5170998632,77.2229822161,83.0369357045
06041112202,95.4856361149,0,95.0752393981,92.0656634747,93.1600547196,95.2120383037
06041112204,71.4090287278,0,70.9302325581,70.4514363885,56.4295485636,49.5896032832
06041113000,39.2612859097,0,39.0560875513,68.4678522572,45.8276333789,39.1928864569
06041114100,24.2818057456,0,24.1450068399,20.7934336525,28.2489740082,31.46374829
06041114200,30.9849521204,0,30.779753762,12.1751025992,22.366621067,30.0957592339
06041115000,40.7660738714,0,40.560875513,29.4801641587,45.1436388509,52.462380301
06041117000,76.1969904241,0,75.6497948016,57.8659370725,63.7482900137,69.6306429549
06041118100,16.1422708618,0,16.1422708618,3.62517099863,1.84678522572,12.8590971272
06041119100,60.2599179207,0,59.8495212038,91.244870041,82.0109439124,69.9726402189
06041119201,73.5978112175,0,73.0506155951,76.2653898769,80.8481532148,83.3789329685
06041120002,54.1723666211,0,53.8987688098,73.5978112175,67.3734610123,65.2530779754
06041121100,63.0642954856,0,62.6538987688,58.2079343365,71.4090287278,76.2653898769
06041121200,84.3365253078,0,83.926128591,79.6169630643,75.3761969904,74.8974008208
06041122000,1.36798905609,0,1.36798905609,3.0779753762,1.09439124487,11.1491108071
06041123000,8.27633378933,0,8.27633378933,12.3119015048,7.18194254446,14.5006839945
06041124100,48.1532147743,0,47.8796169631,35.5677154583,53.4199726402,61.0807113543
06041124200,52.6675786594,0,52.3939808482,64.2954856361,64.7058823529,71.2722298222
06041125000,57.6607387141,0,57.3187414501,54.1723666211,65.3214774282,70.4514363885
06041126100,72.8454172367,0,72.366621067,60.0547195622,70.3146374829,71.4090287278
06041126200,89.7400820793,0,89.2612859097,82.8317373461,91.0396716826,92.8864569083
06041127000,0.341997264022,0,0.341997264022,3.41997264022,0.957592339261,10.3967168263
06041128100,63.4746922025,0,63.0642954856,69.9726402189,92.2024623803,90.9712722298
06041129000,7.52393980848,0,7.52393980848,12.1067031464,7.45554035568,14.5690834473
06041130201,8.75512995896,0,8.75512995896,4.37756497948,3.21477428181,14.7058823529
06041130203,31.121751026,0,30.9165526676,20.1094391245,32.4897400821,40.4924760602
06041130204,53.4199726402,0,53.146374829,81.3953488372,67.0314637483,50.5471956224
06041131100,62.7906976744,0,62.3803009576,96.511627907,96.4432284542,95.6908344733
06041132100,16.7578659371,0,16.7578659371,54.3775649795,30.1641586867,24.6238030096
06041132200,14.6374829001,0,14.6374829001,48.1532147743,18.3310533516,18.194254446
06041133000,57.5239398085,0,57.1819425445,78.2489740082,58.6183310534,36.5937072503
06055200201,63.4062927497,0,62.9958960328,43.5020519836,75.4445964432,65.6634746922
06055200202,19.9042407661,0,19.9042407661,70.3146374829,36.730506156,0
06055200203,17.8522571819,0,17.8522571819,74.3502051984,42.5444596443,0
06055200301,78.7961696306,0,78.2489740082,80.2325581395,77.975376197,78.3857729138
06055200400,32.3529411765,0,32.1477428181,63.3378932969,93.0916552668,91.3816689466
06055200501,63.5430916553,0,63.1326949384,61.8331053352,72.5034199726,76.5389876881
06055200503,84.268125855,0,83.8577291382,64.1586867305,69.4254445964,74.6238030096
06055200504,36.1833105335,0,36.0465116279,83.7893296854,79.2749658003,72.366621067
06055200505,92.2708618331,0,91.8604651163,89.5348837209,87.756497948,86.5937072503
06055200601,56.4295485636,0,56.0875512996,56.9083447332,66.8946648427,70.5198358413
06055200602,78.5225718194,0,77.975376197,54.7879616963,79.4801641587,86.9357045144
06055200704,29.6853625171,0,29.4801641587,18.3310533516,29.8221614227,38.2352941176
06055200705,43.6388508892,0,43.4336525308,31.3269493844,48.0164158687,56.0191518468
06055200706,3.76196990424,0,3.76196990424,21.682626539,8.82352941176,0
06055200707,50.2051983584,0,49.9316005472,63.1326949384,60.0547195622,62.243502052
06055200802,62.3803009576,0,61.9699042408,64.4322845417,71.0670314637,75.0341997264
06055200803,6.36114911081,0,6.36114911081,36.1833105335,13.3378932969,0
06055200804,16.3474692202,0,16.3474692202,7.93433652531,14.2954856361,21.9562243502
06055200900,92.4076607387,0,91.9972640219,88.7140902873,95.6908344733,96.853625171
06055201003,90.0136798906,98.4952120383,89.6032831737,86.8673050616,83.7893296854,80.6429548564
06055201004,2.59917920657,0,2.59917920657,11.0807113543,5.33515731874,0
06055201005,98.5636114911,0,98.3584131327,99.1792065663,97.195622435,97.4008207934
06055201006,7.72913816689,0,7.72913816689,19.0834473324,13.269493844,18.6730506156
06055201007,68.3994528044,0,67.9890560876,53.5567715458,74.9658002736,79.6169630643
06055201102,39.6716826265,0,39.4664842681,70.7934336525,47.537619699,34.268125855
06055201200,62.92749658,0,62.5170998632,91.5868673051,83.1737346101,70.3830369357
06055201300,58.1395348837,0,57.7975376197,92.2708618331,89.1928864569,86.1833105335
06055201401,69.0150478796,0,68.6046511628,91.6552667579,80.5061559508,45.4856361149
06055201402,22.8454172367,0,22.7770177839,46.7168262654,27.0861833105,27.8385772914
06055201403,51.6415868673,0,51.3679890561,88.9876880985,75.6497948016,29.2065663475
06055201500,77.2913816689,0,76.7441860465,98.7688098495,93.2968536252,87.756497948
06055201601,77.3597811218,0,76.8125854993,67.0314637483,61.0807113543,54.9247606019
06055201602,56.0191518468,0,55.6771545828,70.9986320109,63.0642954856,60.4651162791
06055201700,90.560875513,0,90.1504787962,97.6060191518,94.4596443228,94.6648426813
06055201800,53.830369357,0,53.5567715458,93.707250342,82.5581395349,19.6990424077
06055201900,98.6320109439,0,98.4268125855,96.3064295486,94.9384404925,95.6224350205
06055202000,76.8809849521,0,76.3337893297,92.4076607387,82.4897400821,64.0902872777
06075010101,59.1655266758,0,58.8235294118,80.8481532148,69.9726402189,58.6867305062
06075010202,14.9794801642,0,14.9794801642,62.7222982216,26.1969904241,0
06075010300,9.98632010944,0,9.98632010944,22.1614227086,8.96032831737,0
06075010402,9.23392612859,0,9.23392612859,18.9466484268,8.27633378933,0
06075010500,94.39124487,0,93.9808481532,90.3556771546,82.8317373461,81.805745554
06075010701,4.7195622435,0,4.7195622435,23.3242134063,11.3543091655,15.6634746922
06075010702,5.81395348837,0,5.81395348837,4.17236662107,3.0779753762,14.9110807114
06075010800,0.957592339261,0,0.957592339261,5.26675786594,4.58276333789,16.8262653899
06075010902,10.123119015,0,10.123119015,22.8454172367,9.439124487,0
06075011001,4.58276333789,0,4.58276333789,19.4254445964,8.41313269494,0
06075011002,68.6046511628,0,68.194254446,0,27.7017783858,30.5061559508
06075011102,66.4842681259,0,66.073871409,70.8618331053,64.7742818057,57.1819425445
06075011200,89.5348837209,0,89.0560875513,50.1367989056,56.8399452804,71.0670314637
06075011300,19.1518467852,0,19.1518467852,52.804377565,22.5718194254,20.1778385773
06075011700,93.5020519836,0,93.1600547196,97.2640218878,91.244870041,85.2257181943
06075011800,20.0410396717,0,20.0410396717,71.9562243502,66.3474692202,51.5731874145
06075011901,13.4746922025,0,13.4746922025,44.8700410397,23.8030095759,23.2558139535
06075011902,67.0314637483,0,66.6210670315,59.8495212038,59.3023255814,72.1614227086
06075012001,9.09712722298,0,9.09712722298,24.8974008208,10.0547195622,0
06075012002,10.4651162791,0,10.4651162791,61.9699042408,31.5321477428,20.9302325581
06075012100,57.0451436389,0,56.7031463748,49.658002736,22.7770177839,25.3761969904
06075012202,56.3611491108,0,56.0191518468,21.1354309166,24.829001368,32.7633378933
06075012203,71.5458276334,0,71.0670314637,32.2161422709,27.2229822161,36.3885088919
06075012301,67.9206566347,0,67.5102599179,83.1737346101,74.487004104,74.4186046512
06075012302,80.1641586867,0,79.6169630643,63.5430916553,38.6456908345,37.756497948
06075012403,18.1258549932,0,18.1258549932,9.3023255814,9.3023255814,17.7154582763
06075012404,15.6634746922,0,15.6634746922,8.07113543092,5.88235294118,15.8002735978
06075012405,85.2257181943,0,84.8153214774,91.3132694938,93.9808481532,93.365253078
06075012406,14.5690834473,0,14.5690834473,49.1792065663,30.2325581395,24.7606019152
06075012502,72.5034199726,0,72.024623803,19.0150478796,26.5389876881,38.1668946648
06075012503,79.0013679891,0,78.4541723666,74.5554035568,53.0779753762,36.1149110807
06075012504,2.05198358413,0,2.05198358413,11.4911080711,5.47195622435,0
06075012602,12.92749658,0,12.92749658,6.90834473324,9.91792065663,19.4254445964
06075012801,37.1409028728,0,37.0041039672,25.8549931601,39.8084815321,48.0848153215
06075012802,18.6046511628,0,18.6046511628,0,6.83994528044,17.7838577291
06075012902,50.6155950752,0,50.341997264,62.7906976744,60.6703146375,62.9958960328
06075013002,0.683994528044,0,0.683994528044,3.00957592339,1.02599179207,10.8071135431
06075013101,69.5622435021,0,69.1518467852,67.5102599179,41.1764705882,37.07250342
06075013200,35.2941176471,0,35.1573187415,25.3761969904,29.4801641587,44.1860465116
06075013300,76.9493844049,0,76.4021887825,43.365253078,70.9986320109,80.5745554036
06075013401,32.0793433653,0,31.805745554,20.7250341997,33.3789329685,41.244870041
06075013500,34.4049247606,0,34.268125855,73.6662106703,77.2913816689,82.0109439124
06075015100,93.365253078,0,92.9548563611,85.5677154583,96.7168262654,95.8276333789
06075015201,15.1162790698,0,15.1162790698,68.6730506156,45.2120383037,25.8549931601
06075015202,4.6511627907,0,4.6511627907,6.08755129959,16.1422708618,21.5458276334
06075015300,79.5485636115,0,79.0013679891,63.269493844,62.585499316,66.6210670315
06075015401,3.69357045144,0,3.69357045144,17.1682626539,7.66073871409,0
06075015402,77.9069767442,0,77.3597811218,48.4952120383,37.6880984952,48.7688098495
06075015500,86.3885088919,0,85.9781121751,88.4404924761,82.3529411765,81.121751026
06075015600,37.4829001368,0,37.3461012312,26.1285909713,40.4240766074,48.5636114911
06075015701,90.7660738714,0,90.3556771546,81.46374829,95.8276333789,95.5540355677
06075015702,75.512995896,0,74.9658002736,72.024623803,68.53625171,63.0642954856
06075015801,12.7906976744,0,12.7906976744,14.7058823529,6.77154582763,0
06075015802,6.15595075239,0,6.15595075239,10.7387140903,5.12995896033,0
06075015900,16.8262653899,0,16.8262653899,51.0943912449,18.0574555404,0
06075016000,60.8755129959,0,60.4651162791,73.7346101231,56.1559507524,45.5540355677
06075016101,16.4158686731,0,16.4158686731,25.170998632,14.4322845417,21.4090287278
06075016102,56.976744186,0,56.634746922,98.1532147743,90.9712722298,20.7934336525
06075016200,83.3105335157,0,82.8317373461,78.659370725,71.340629275,63.8166894665
06075016400,65.8002735978,0,65.389876881,52.7359781122,73.3242134063,78.1121751026
06075016500,86.0465116279,0,85.6361149111,87.414500684,95.4172366621,96.511627907
06075016801,44.5280437756,0,44.3228454172,75.4445964432,69.0834473324,55.1299589603
06075016900,86.9357045144,0,86.5253077975,80.9849521204,81.6689466484,81.1901504788
06075017000,25.9233926129,0,25.7865937073,16.073871409,25.512995896,33.7893296854
06075017602,90.9712722298,0,90.560875513,93.365253078,86.7989056088,82.6949384405
06075017603,65.389876881,0,64.9794801642,66.4842681259,42.1340629275,35.3625170999
06075017604,43.365253078,0,43.1600547196,85.9781121751,76.0601915185,52.2571819425
06075017700,92.6128590971,0,92.2024623803,85.7045143639,82.6265389877,83.3105335157
06075017801,73.1874145007,0,72.7086183311,75.6497948016,60.6019151847,54.0355677155
06075017803,49.316005472,0,49.0424076607,2.80437756498,10.5335157319,20.3830369357
06075017804,86.5253077975,0,86.1149110807,60.5335157319,75.5813953488,80.3693570451
06075017903,58.2763337893,0,57.9343365253,90.4240766074,88.3036935705,85.7729138167
06075018000,88.3720930233,0,87.8932968536,95.2120383037,87.0041039672,75.8549931601
06075020101,70.5882352941,0,70.1778385773,84.1997264022,74.4186046512,66.8946648427
06075020102,44.9384404925,0,44.7332421341,0,35.0205198358,24.2134062927
06075020201,21.5458276334,0,21.4774281806,12.243502052,20.7934336525,27.7701778386
06075020202,54.5827633379,0,54.3091655267,9.71272229822,14.9794801642,22.6402188782
06075020300,29.4117647059,0,29.2065663475,33.1737346101,30.7113543092,36.9357045144
06075020402,41.7920656635,0,41.5868673051,38.0300957592,25.7181942544,25.170998632
06075020701,23.6662106703,0,23.5294117647,0,7.72913816689,18.7414500684
06075020702,2.80437756498,0,2.80437756498,15.1846785226,7.04514363885,0
06075020801,52.5991792066,0,52.3255813953,36.9357045144,36.4569083447,45.2804377565
06075020802,49.7264021888,0,49.4528043776,0,12.5170998632,19.2886456908
06075020900,59.0287277702,0,58.6867305062,41.1080711354,65.9370725034,71.2038303694
06075021000,20.2462380301,0,20.2462380301,8.48153214774,15.8686730506,22.7770177839
06075021700,37.2093023256,0,37.07250342,25.512995896,39.5348837209,48.0164158687
06075022600,88.7824897401,0,88.3036935705,90.2872777018,83.6525307798,76.4705882353
06075022702,24.2134062927,0,24.0766073871,5.12995896033,4.51436388509,16.8946648427
06075022704,56.9083447332,0,56.5663474692,7.38714090287,15.5950752394,24.6922024624
06075022801,46.3064295486,0,46.1012311902,51.8467852257,34.952120383,35.4993160055
06075022802,87.6880984952,0,87.2093023256,91.4500683995,89.1244870041,87.9616963064
06075022903,4.92476060192,0,4.92476060192,8.20793433653,10.3283173735,10.9439124487
06075023001,59.5075239398,0,59.097127223,34.6785225718,52.6675786594,60.6019151847
06075023103,86.4569083447,0,86.0465116279,32.9001367989,17.5102599179,20.9986320109
06075023200,71.682626539,0,71.2038303694,53.6251709986,33.8577291382,35.8413132695
06075023300,79.4117647059,0,78.8645690834,84.7469220246,80.3693570451,72.024623803
06075023400,85.0205198358,0,84.610123119,48.3584131327,71.4774281806,66.6894664843
06075025100,25.512995896,0,25.3761969904,15.731874145,25.0341997264,33.2421340629
06075025200,2.53077975376,0,2.53077975376,10.3283173735,8.20793433653,15.4582763338
06075025300,73.7346101231,0,73.1874145007,69.4254445964,63.9534883721,66.0054719562
06075025401,64.9110807114,0,64.5006839945,0,31.8741450068,44.2544459644
06075025501,33.0369357045,0,32.8317373461,22.2298221614,35.0889192886,42.8180574555
06075025502,21.0670314637,0,21.0670314637,11.5595075239,20.1778385773,27.0177838577
06075025600,24.6922024624,0,24.5554035568,15.1162790698,24.0082079343,31.805745554
06075025701,55.4035567715,0,55.0615595075,51.5731874145,51.6415868673,54.8563611491
06075025702,40.9712722298,0,40.7660738714,29.6853625171,45.3488372093,52.7359781122
06075025800,14.4322845417,0,14.4322845417,7.31874145007,11.6279069767,20.2462380301
06075025900,12.3803009576,0,12.3803009576,32.8317373461,12.243502052,0
06075026002,78.9329685363,0,78.3857729138,54.4459644323,48.0848153215,55.7455540356
06075026003,1.64158686731,0,1.64158686731,11.6279069767,5.54035567715,0
06075026004,18.9466484268,0,18.9466484268,0,6.83994528044,17.7838577291
06075026100,73.1190150479,0,72.6402188782,67.4418604651,62.92749658,58.9603283174
06075026201,49.5896032832,0,49.316005472,30.0273597811,46.1012311902,53.9671682627
06075026202,32.5581395349,0,32.3529411765,52.3939808482,18.4678522572,0
06075026302,48.2900136799,0,48.0164158687,35.6361149111,53.6251709986,61.4227086183
06075026303,28.2489740082,0,28.1121751026,0,5.06155950752,16.7578659371
06075030101,57.1135430917,0,56.7715458276,0,15.2530779754,23.5294117647
06075030102,88.2352941176,0,87.756497948,89.1244870041,91.9288645691,93.707250342
06075030201,48.2216142271,0,47.9480164159,35.4993160055,53.5567715458,61.1491108071
06075030202,77.2229822161,0,76.6757865937,24.9658002736,55.8823529412,66.7578659371
06075030302,49.5212038304,0,49.2476060192,36.5253077975,54.7195622435,62.5170998632
06075030400,13.2010943912,0,13.2010943912,55.60875513,19.7674418605,12.3803009576
06075030500,69.0834473324,0,68.6730506156,81.3269493844,76.8125854993,69.0150478796
06075030600,0.478796169631,0,0.478796169631,6.42954856361,1.70998632011,0
06075030700,2.39398084815,0,2.39398084815,15.389876881,7.11354309166,0
06075030800,28.5225718194,0,28.3857729138,17.4418604651,27.975376197,36.6621067031
06075030900,38.8508891929,0,38.6456908345,27.2229822161,41.8604651163,49.658002736
06075031000,4.51436388509,0,4.51436388509,24.0766073871,9.84952120383,0
06075031100,19.0834473324,0,19.0834473324,56.634746922,29.4117647059,19.0834473324
06075031201,36.4569083447,0,36.3201094391,24.6922024624,38.9192886457,46.9220246238
06075031302,64.5690834473,0,64.1586867305,22.7086183311,40.6292749658,49.7948016416
06075031401,49.8632010944,0,49.5896032832,36.8673050616,55.0615595075,62.92749658
06075032601,46.6484268126,0,46.4432284542,30.9165526676,47.1272229822,55.3351573187
06075032602,16.5526675787,0,16.5526675787,56.0875512996,19.9726402189,0
06075032801,54.3775649795,0,54.1039671683,48.0848153215,61.1491108071,67.3050615595
06075032802,42.8864569083,0,42.6812585499,28.5225718194,48.9740082079,62.7222982216
06075032901,71.2722298222,0,70.7934336525,0,23.5978112175,35.8413132695
06075032902,3.83036935705,0,3.83036935705,3.76196990424,1.98358413133,13.0642954856
06075033001,32.7633378933,0,32.5581395349,21.8878248974,34.610123119,42.4760601915
06075033100,15.5266757866,0,15.5266757866,59.9179206566,23.1874145007,16.4158686731
06075033201,14.7742818057,0,14.7742818057,64.0218878249,28.3857729138,13.6114911081
06075033203,30.6429548564,0,30.4377564979,85.4993160055,73.0506155951,41.8604651163
06075033204,70.7934336525,0,70.3830369357,70.3830369357,66.8262653899,62.7906976744
06075035102,18.3994528044,0,18.3994528044,9.439124487,16.9630642955,23.8714090287
06075035202,32.4213406293,0,32.2161422709,21.0670314637,33.926128591,41.7920656635
06075035300,11.0807113543,0,11.0807113543,3.21477428181,1.29958960328,11.4911080711
06075040100,11.8331053352,0,11.8331053352,42.8864569083,14.8426812585,0
06075040200,34.0629274966,0,33.926128591,57.5923392613,40.3556771546,40.2872777018
06075042601,5.06155950752,0,5.06155950752,3.96716826265,2.39398084815,14.1586867305
06075042700,57.5923392613,0,57.2503419973,37.8932968536,56.7031463748,64.5690834473
06075045100,62.5170998632,0,62.1067031464,31.3953488372,20.5198358413,30.779753762
06075045201,19.4938440492,0,19.4938440492,10.1915184679,17.7838577291,24.829001368
06075045202,9.78112175103,0,9.78112175103,19.2886456908,9.50752393981,16.1422708618
06075047801,0.547195622435,0,0.547195622435,2.66757865937,0.683994528044,10.0547195622
06075047802,18.4678522572,0,18.4678522572,9.50752393981,17.0998632011,23.9398084815
06075047903,24.1450068399,0,24.0082079343,0,0,0
06075060100,89.3980848153,0,88.9192886457,85.2257181943,74.0766073871,63.3378932969
06075060400,92.2024623803,0,91.7920656635,71.682626539,97.4008207934,98.9056087551
06075060701,88.6456908345,0,88.1668946648,95.4172366621,89.7400820793,86.5253077975
06075060702,64.5006839945,0,64.0902872777,84.268125855,68.0574555404,29.4801641587
06075060703,40.3556771546,0,40.1504787962,89.0560875513,76.1969904241,26.6073871409
06075061101,88.8508891929,0,88.3720930233,90.7660738714,87.6196990424,87.2093023256
06075061200,57.3187414501,0,56.976744186,21.2722298222,22.8454172367,30.4377564979
06075061501,93.1600547196,0,92.7496580027,98.4268125855,92.2708618331,84.1997264022
06075061502,37.756497948,0,37.6196990424,80.0273597811,62.6538987688,41.4500683995
06075061503,94.1860465116,0,93.7756497948,94.049247606,84.0629274966,52.804377565
06075061504,70.3146374829,0,69.9042407661,72.7770177839,44.4596443228,25.3761969904
06075061505,82.4213406293,0,81.9425444596,96.1012311902,91.9972640219,89.1928864569
06075061506,21.4774281806,0,21.4090287278,77.0861833105,50.7523939808,20.1094391245
06075061507,92.9548563611,0,92.5444596443,96.853625171,95.0752393981,94.9384404925
06075061508,25.4445964432,0,25.3077975376,74.487004104,42.8180574555,0
06075980200,30.5061559508,0,30.3009575923,87.8248974008,86.0465116279,82.0793433653
06075980300,84.610123119,0,84.1997264022,55.0615595075,67.3050615595,66.8262653899
06075980600,9.84952120383,0,9.84952120383,22.6402188782,9.09712722298,0
06075980900,97.7428180575,99.3844049248,97.6060191518,97.9480164159,98.2216142271,99.1108071135
06081600100,97.8796169631,0,97.537619699,97.8796169631,94.39124487,94.5280437756
06081600200,69.7674418605,0,69.3570451436,57.6607387141,66.7578659371,72.0930232558
06081600300,19.0150478796,0,19.0150478796,63.7482900137,32.6949384405,20.7250341997
06081600401,12.585499316,0,12.585499316,33.1053351573,12.3119015048,0
06081600501,15.8002735978,0,15.8002735978,48.0164158687,17.1682626539,0
06081600502,3.96716826265,0,3.96716826265,14.5690834473,6.70314637483,0
06081600600,61.6279069767,0,61.2175102599,73.1874145007,69.6306429549,66.9630642955
06081600701,19.6306429549,0,19.6306429549,33.9945280438,13.1326949384,14.3638850889
06081600800,89.6716826265,0,89.1928864569,93.9808481532,90.6976744186,90.1504787962
06081600900,50.2735978112,0,50,37.2093023256,55.4035567715,63.2010943912
06081601000,34.1997264022,0,34.0629274966,51.7099863201,38.3720930233,40.4240766074
06081601100,8.89192886457,0,8.89192886457,23.5294117647,9.71272229822,0
06081601200,27.975376197,0,27.8385772914,47.0588235294,29.3433652531,30.1641586867
06081601301,66.073871409,0,65.6634746922,39.0560875513,73.5294117647,75.7865937073
06081601302,67.4418604651,0,67.0314637483,53.0779753762,35.7045143639,41.0396716826
06081601400,49.1108071135,0,48.8372093023,52.0519835841,55.950752394,61.8331053352
06081601501,2.12038303694,0,2.12038303694,10.4651162791,13.9534883721,11.6963064295
06081601502,44.4596443228,0,44.2544459644,79.7537619699,54.8563611491,22.024623803
06081601601,98.2900136799,0,98.0848153215,92.6128590971,98.3584131327,97.9480164159
06081601603,14.5006839945,0,14.5006839945,55.8823529412,19.9042407661,0
06081601604,89.1928864569,0,88.7140902873,91.7920656635,98.1532147743,97.6060191518
06081601605,12.1751025992,0,12.1751025992,41.5868673051,14.7058823529,0
06081601700,68.194254446,0,67.7838577291,53.488372093,74.8974008208,79.4801641587
06081601800,6.2243502052,0,6.2243502052,35.1573187415,12.92749658,0
06081601902,82.3529411765,0,81.8741450068,79.0697674419,87.1409028728,89.3980848153
06081602001,5.12995896033,0,5.12995896033,9.3707250342,4.30916552668,0
06081602100,56.5663474692,0,56.2243502052,16.2106703146,25.5813953488,33.8577291382
06081602202,80.5061559508,0,79.9589603283,31.0533515732,65.1162790698,68.0574555404
06081602300,97.9480164159,0,97.6744186047,99.658002736,97.9480164159,97.1272229822
06081602400,55.4719562244,0,55.1299589603,76.8125854993,77.7701778386,76.3337893297
06081602500,10.3283173735,0,10.3283173735,40.902872777,14.5006839945,0
06081602601,58.6183310534,0,58.2763337893,49.5896032832,65.8686730506,71.7510259918
06081602602,20.4514363885,0,20.4514363885,11.0123119015,19.0834473324,26.1285909713
06081602700,28.3857729138,0,28.2489740082,45.6908344733,31.1901504788,32.9001367989
06081602800,28.1805745554,0,28.0437756498,17.3734610123,27.633378933,35.7729138167
06081602900,50.8207934337,0,50.5471956224,20.9302325581,34.6785225718,42.6812585499
06081603000,45.8276333789,0,45.6224350205,84.3365253078,76.1285909713,64.7742818057
06081603100,65.1846785226,0,64.7742818057,52.1203830369,65.5266757866,71.1354309166
06081603200,51.1627906977,0,50.8891928865,89.7400820793,88.2352941176,88.8508891929
06081603300,6.292749658,0,6.292749658,5.47195622435,3.96716826265,14.8426812585
06081603400,26.4021887825,0,26.2653898769,51.3679890561,33.7209302326,33.3105335157
06081603700,51.9151846785,0,51.6415868673,53.0095759234,59.2339261286,65.047879617
06081603801,41.0396716826,0,40.8344733242,29.8221614227,45.4172366621,52.9411764706
06081603802,57.9343365253,0,57.5923392613,57.3871409029,66.2790697674,70.8618331053
06081603900,19.7674418605,0,19.7674418605,53.8987688098,20.0410396717,18.3310533516
06081604000,0.615595075239,0,0.615595075239,7.45554035568,2.66757865937,0
06081604102,44.3228454172,0,44.1176470588,79.8905608755,71.7510259918,61.2859097127
06081604103,70.1094391245,0,69.6990424077,9.91792065663,28.7961696306,40.1504787962
06081604104,63.8166894665,0,63.4062927497,59.6443228454,73.4610123119,76.9493844049
06081604200,91.7920656635,0,91.3816689466,82.5581395349,79.2065663475,80.1641586867
06081604400,82.2161422709,0,81.6689466484,86.1149110807,85.8413132695,87.2777017784
06081604500,2.25718194254,0,2.25718194254,4.03556771546,1.91518467852,12.5170998632
06081604600,31.805745554,98.7004103967,32.9001367989,65.2530779754,58.755129959,50.8891928865
06081604700,37.2777017784,0,37.1409028728,25.9233926129,40.1504787962,48.2216142271
06081604800,18.0574555404,0,18.0574555404,62.6538987688,34.7469220246,22.4350205198
06081604900,16.2790697674,0,16.2790697674,40.2872777018,17.0314637483,21.6142270862
06081605000,75.0341997264,0,74.487004104,90.0136798906,95.0068399453,94.049247606
06081605100,92.4760601915,0,92.0656634747,88.5088919289,85.4993160055,86.1149110807
06081605300,75.2393980848,0,74.6922024624,17.9206566347,30.8481532148,42.0656634747
06081605400,95.7592339261,0,95.4856361149,87.1409028728,90.218878249,93.9124487004
06081605501,17.2366621067,0,17.2366621067,59.1655266758,22.024623803,0
06081605502,37.0041039672,0,36.8673050616,37.756497948,40.6976744186,41.5868673051
06081605600,38.9876880985,0,38.7824897401,58.5499316005,23.1190150479,19.4938440492
06081605700,9.3707250342,0,9.3707250342,32.5581395349,12.1067031464,0
06081605901,72.2298221614,0,71.7510259918,10.6019151847,33.7893296854,44.9384404925
06081606000,84.6785225718,0,84.268125855,40.3556771546,70.0410396717,77.2913816689
06081606100,22.1614227086,0,22.0930232558,42.5444596443,23.8714090287,26.6757865937
06081606201,1.29958960328,0,1.29958960328,8.61833105335,3.76196990424,0
06081606202,79.6853625171,0,79.1381668947,54.8563611491,74.829001368,79.6853625171
06081606300,77.0861833105,0,76.5389876881,64.5006839945,43.6388508892,43.023255814
06081606400,11.9699042408,0,11.9699042408,57.7291381669,33.2421340629,24.1450068399
06081606600,42.9548563611,0,42.7496580027,58.6183310534,50.8891928865,51.7783857729
