tract,cems_percentile,utems_percentile,mems_percentile,cancer_twe_percentile,chronic_twe_percentile,acute_twe_percentile
06001427100,74.7606019152,0,74.2134062927,34.268125855,54.9247606019,63.6114911081
06001427200,74.829001368,0,74.2818057456,67.8522571819,75.0341997264,77.4965800274
06001427300,68.53625171,0,68.1258549932,85.3625170999,75.1025991792,59.781121751
06001427600,48.3584131327,0,48.0848153215,9.09712722298,21.1354309166,31.121751026
06001427700,10.0547195622,0,10.0547195622,8.00273597811,9.02872777018,17.9890560876
06001427800,2.94117647059,0,2.94117647059,12.0383036936,5.74555403557,0
06001427900,20.7934336525,0,20.7934336525,11.4227086183,19.8358413133,26.7441860465
06001428000,20.9302325581,0,20.9302325581,53.4199726402,25.3077975376,24.0766073871
06001428100,3.89876880985,0,3.89876880985,4.6511627907,2.46238030096,13.4746922025
06001428200,33.7209302326,0,33.5841313269,23.3926128591,35.9097127223,43.8440492476
06001428301,96.0328317373,0,95.7592339261,94.5280437756,94.8700410397,95.7592339261
06001428302,25.2393980848,0,25.1025991792,27.9069767442,27.2913816689,33.1053351573
06001428400,55.0615595075,0,54.7879616963,42.4760601915,61.4227086183,68.3310533516
06001428500,69.4254445964,0,69.0150478796,59.7127222982,29.1381668947,25.3761969904
06001428600,4.78796169631,0,4.78796169631,21.682626539,8.82352941176,0
06001428700,92.8180574555,98.9740082079,92.4076607387,90.6292749658,91.1764705882,92.5444596443
06001430101,1.02599179207,0,1.02599179207,0,0,0
06001430102,61.9699042408,0,61.5595075239,53.3515731874,81.1901504788,88.2352941176
06001430300,1.70998632011,0,1.70998632011,3.35157318741,1.43638850889,11.8331053352
06001430400,10.6703146375,0,10.6703146375,6.49794801642,8.34473324213,18.3994528044
06001430500,52.804377565,0,52.5307797538,65.3214774282,59.097127223,59.8495212038
06001430600,15.5950752394,0,15.5950752394,66.5526675787,56.3611491108,44.6648426813
06001430700,26.8809849521,0,26.7441860465,16.7578659371,26.2653898769,34.6785225718
06001430900,81.6689466484,0,81.121751026,66.6210670315,80.4377564979,83.9945280438
06001431000,74.1450068399,0,73.5978112175,86.5253077975,97.2640218878,96.4432284542
06001431100,81.121751026,0,80.5745554036,73.1190150479,85.9781121751,85.7045143639
06001431200,28.7961696306,0,28.659370725,37.6196990424,30.6429548564,35.4309165527
06001432100,42.5444596443,0,42.3392612859,30.8481532148,46.7852257182,54.7879616963
06001432200,13.4062927497,0,13.4062927497,35.8413132695,13.2010943912,0
06001432300,59.3023255814,0,58.9603283174,46.1012311902,42.6812585499,46.7168262654
06001432400,98.8372093023,0,98.5636114911,87.6880984952,96.9904240766,97.6744186047
06001432501,78.4541723666,0,77.9069767442,72.2982216142,71.2038303694,73.2558139535
06001432502,36.3885088919,0,36.2517099863,24.6238030096,38.7824897401,46.853625171
06001432601,71.4774281806,0,70.9986320109,60.6703146375,72.5718194254,76.8809849521
06001432602,47.537619699,0,47.2640218878,35.9097127223,52.7359781122,60.5335157319
06001432700,27.0177838577,0,26.8809849521,33.5841313269,39.1928864569,34.5417236662
06001432800,61.1491108071,0,60.7387140903,46.3748290014,32.9001367989,37.5512995896
06001433102,76.6757865937,0,76.1285909713,62.1751025992,61.2859097127,65.1162790698
06001433103,92.5444596443,0,92.1340629275,37.0041039672,54.7879616963,64.7058823529
06001433104,76.1285909713,0,75.5813953488,54.9931600547,19.2886456908,0
06001433200,86.6621067031,0,86.2517099863,69.2886456908,81.0533515732,77.633378933
06001433300,78.1121751026,0,77.5649794802,59.5075239398,47.8796169631,48.9056087551
06001433400,86.5937072503,0,86.1833105335,48.4268125855,84.952120383,70.7934336525
06001433500,10.9439124487,0,10.9439124487,14.9794801642,8.00273597811,15.1846785226
06001433600,80.5745554036,0,80.0273597811,51.6415868673,74.5554035568,79.4117647059
06001433700,72.2982216142,0,71.8194254446,64.2270861833,92.9548563611,91.4500683995
06001433801,70.0410396717,0,69.6306429549,55.6771545828,77.0177838577,81.0533515732
06001433802,30.3693570451,0,30.1641586867,19.1518467852,31.3953488372,39.4664842681
06001433900,54.9247606019,0,54.6511627907,0,16.5526675787,24.487004104
06001434000,72.4350205198,0,71.9562243502,43.7756497948,63.6798905609,70.9302325581
06001435102,54.2407660739,0,53.9671682627,81.1901504788,94.6648426813,92.8180574555
06001435103,15.389876881,0,15.389876881,57.1819425445,22.7086183311,19.0150478796
06001435104,40.6292749658,0,40.4240766074,29.3433652531,45.0068399453,52.1887824897
06001435200,9.50752393981,0,9.50752393981,19.8358413133,8.54993160055,10.8755129959
06001435400,66.4158686731,0,66.0054719562,74.8974008208,72.9822161423,73.8714090287
06001435500,82.9685362517,0,82.4897400821,55.4719562244,72.7770177839,67.9890560876
06001435601,83.7893296854,0,83.3789329685,0,42.8864569083,57.0451436389
06001435602,81.46374829,0,80.9165526676,0,61.6279069767,73.5978112175
06001435700,23.3926128591,0,23.2558139535,36.3201094391,24.6922024624,28.5225718194
06001435800,14.8426812585,0,14.8426812585,49.4528043776,30.5061559508,24.9658002736
06001435900,94.1176470588,0,93.707250342,94.3228454172,91.8604651163,92.6812585499
06001436100,59.5759233926,0,59.1655266758,45.1436388509,66.9630642955,73.3926128591
06001436200,55.8139534884,0,55.4719562244,41.5184678523,61.9699042408,68.8098495212
06001436301,61.0807113543,0,60.6703146375,25.7865937073,44.1860465116,52.3939808482
06001436302,64.1586867305,0,63.7482900137,58.8235294118,86.1833105335,86.0465116279
06001436402,1.16279069767,0,1.16279069767,9.16552667579,4.10396716826,0
06001436403,37.3461012312,0,37.2093023256,42.9548563611,41.1080711354,47.0588235294
06001436500,80.6429548564,0,80.0957592339,60.3967168263,68.8098495212,72.2298221614
06001436601,36.7989056088,0,36.6621067031,25.3077975376,39.2612859097,47.4692202462
06001436602,62.3119015048,0,61.901504788,35.0205198358,53.2831737346,62.8590971272
06001436700,33.3789329685,0,33.2421340629,22.5718194254,35.6361149111,43.6388508892
06001436800,77.7017783858,0,77.1545827633,94.4596443228,88.5088919289,82.2845417237
06001436900,52.2571819425,0,51.9835841313,38.9192886457,58.0027359781,65.5950752394
06001437000,66.7578659371,0,66.3474692202,50.8207934337,74.0082079343,81.3269493844
06001437101,98.0848153215,0,97.8112175103,98.0164158687,97.0588235294,97.537619699
06001437200,66.1422708618,0,65.731874145,66.0054719562,57.9343365253,80.0957592339
06001437300,56.634746922,0,56.292749658,64.7058823529,47.3324213406,44.39124487
06001437400,30.9165526676,0,30.7113543092,19.9726402189,32.3529411765,40.2872777018
06001437600,40.1504787962,0,39.9452804378,29.0697674419,44.2544459644,51.4363885089
06001437800,0.273597811218,0,0.273597811218,0,0,0
06001437900,61.6963064295,0,61.2859097127,41.7236662107,63.1326949384,70.1778385773
06001438000,38.5088919289,0,38.3036935705,68.1258549932,94.1176470588,92.6128590971
06001438100,26.1969904241,0,26.0601915185,16.2106703146,25.6497948016,33.8577291382
06001438201,20.6566347469,0,20.6566347469,36.6621067031,21.9562243502,26.2653898769
06001438203,95.5540355677,0,95.2120383037,96.7168262654,93.2284541724,94.8016415869
06001438204,67.5102599179,0,67.0998632011,92.6812585499,95.8960328317,95.9644322845
06001438300,48.4952120383,0,48.2216142271,35.7729138167,53.830369357,61.5595075239
06001438400,38.3720930233,0,38.1668946648,46.5800273598,60.8755129959,43.1600547196
06001440100,70.1778385773,0,69.7674418605,61.3543091655,31.6689466484,25.3761969904
06001440200,5.40355677155,0,5.40355677155,15.9370725034,7.25034199726,0
06001440301,98.0164158687,0,97.7428180575,89.2612859097,95.2120383037,92.0656634747
06001440304,45.4856361149,0,45.2804377565,35.9781121751,50.6155950752,58.4131326949
06001440305,32.8317373461,0,32.6265389877,75.7181942544,45.9644322845,0
06001440306,35.7729138167,0,35.6361149111,24.1450068399,38.4404924761,46.3064295486
06001440307,22.2982216142,0,22.2298221614,12.8590971272,21.340629275,28.5225718194
06001440308,91.9288645691,0,91.5184678523,66.2790697674,62.0383036936,60.3967168263
06001440331,96.511627907,0,96.169630643,87.2093023256,89.8084815321,93.8440492476
06001440332,95.1436388509,0,94.7332421341,92.5444596443,95.2804377565,96.7168262654
06001440333,85.1573187415,0,84.7469220246,79.6853625171,72.7086183311,85.9097127223
06001440334,38.4404924761,0,38.2352941176,26.7441860465,41.3816689466,49.4528043776
06001440337,66.8946648427,0,66.4842681259,53.9671682627,21.7510259918,21.2038303694
06001440338,59.2339261286,0,58.8919288646,55.950752394,64.6374829001,69.9042407661
06001441200,6.42954856361,0,6.42954856361,41.244870041,14.5690834473,0
06001441302,63.2010943912,0,62.7906976744,61.7647058824,77.7017783858,76.4021887825
06001441401,4.10396716826,0,4.10396716826,3.28317373461,1.36798905609,11.6279069767
06001441501,75.9917920657,0,75.4445964432,33.3105335157,20.5882352941,30.3009575923
06001441503,99.2476060192,0,99.0424076607,99.3844049248,98.0164158687,98.9740082079
06001441521,13.1326949384,0,13.1326949384,61.4227086183,24.7606019152,13.269493844
06001441522,1.98358413133,0,1.98358413133,13.7482900137,6.2243502052,0
06001441524,43.0916552668,0,42.8864569083,30.9849521204,47.0588235294,55.0615595075
06001441525,98.7004103967,0,98.4952120383,98.2216142271,95.9644322845,98.1532147743
06001441601,32.2845417237,0,32.0793433653,53.6935704514,38.8508891929,40.7660738714
06001441602,62.585499316,0,62.1751025992,11.3543091655,39.9452804378,45.2120383037
06001441701,80.7113543092,0,80.1641586867,89.9452804378,77.5649794802,36.3201094391
06001441702,39.1244870041,0,38.9192886457,27.5649794802,42.4760601915,50.0683994528
06001441800,20.9986320109,0,20.9986320109,70.5882352941,37.07250342,0
06001441921,55.6771545828,0,55.3351573187,41.0396716826,61.5595075239,68.3994528044
06001441923,81.3269493844,0,80.779753762,62.1067031464,68.2626538988,74.829001368
06001441924,23.3242134063,0,23.1874145007,80.9165526676,56.0191518468,12.92749658
06001441927,76.7441860465,0,76.1969904241,93.6388508892,89.876880985,87.3461012312
06001441928,19.4254445964,0,19.4254445964,70.6566347469,43.023255814,23.3926128591
06001441929,11.2859097127,0,11.2859097127,50.2735978112,17.6470588235,0
06001442000,69.1518467852,0,68.7414500684,8.41313269494,18.6730506156,31.3269493844
06001442100,47.0588235294,0,46.7852257182,34.5417236662,52.1203830369,60.123119015
06001442200,73.4610123119,99.316005472,89.4664842681,80.779753762,83.3105335157,79.5485636115
06001442301,18.8098495212,0,18.8098495212,63.9534883721,28.0437756498,0
06001442302,79.8905608755,0,79.3433652531,92.8864569083,98.6320109439,97.7428180575
06001442501,17.6470588235,0,17.6470588235,0,4.37756497948,15.8002735978
06001442601,74.6922024624,0,74.1450068399,28.2489740082,52.804377565,62.1067031464
06001442700,58.2079343365,0,57.8659370725,43.6388508892,64.5690834473,71.340629275
06001442800,45.1436388509,0,44.9384404925,36.730506156,50.2051983584,57.9343365253
06001442900,66.8262653899,0,66.4158686731,50.6155950752,73.8030095759,78.659370725
06001443001,17.7838577291,0,17.7838577291,9.02872777018,16.2790697674,23.1190150479
06001443002,72.0930232558,0,71.6142270862,57.7975376197,78.7277701778,82.6265389877
06001443103,37.9616963064,0,37.756497948,45.9644322845,43.5704514364,48.4268125855
06001443104,70.8618331053,99.8632010944,99.4528043776,59.439124487,50.341997264,48.1532147743
06001443105,31.0533515732,0,30.8481532148,61.4911080711,41.7920656635,38.6456908345
06001443301,17.9206566347,0,17.9206566347,56.976744186,90.3556771546,88.098495212
06001443321,25.9917920657,0,25.8549931601,13.6114911081,22.0930232558,29.7537619699
06001443322,34.8837209302,0,34.7469220246,64.8426812585,47.8112175103,43.707250342
06001444100,28.4541723666,0,28.317373461,20.1778385773,28.1121751026,36.5253077975
06001444200,56.7031463748,0,56.3611491108,45.4172366621,63.5430916553,70.0410396717
06001444301,83.9945280438,0,83.5841313269,95.6224350205,86.4569083447,82.8317373461
06001444303,11.3543091655,0,11.3543091655,30.1641586867,11.2175102599,0
06001444304,97.1272229822,98.4268125855,96.853625171,88.9192886457,89.3980848153,93.2284541724
06001444400,43.7756497948,0,43.5704514364,31.7373461012,48.5636114911,56.4979480164
06001444500,89.2612859097,0,88.7824897401,77.9069767442,86.3201094391,82.2161422709
06001444601,96.7168262654,0,96.3748290014,79.0013679891,83.7209302326,87.0041039672
06001444602,92.7496580027,0,92.3392612859,95.1436388509,86.3885088919,75.1025991792
06001450101,75.8549931601,0,75.3077975376,75.3077975376,70.5882352941,70.2462380301
06001450102,89.876880985,0,89.3980848153,93.8440492476,87.07250342,85.9781121751
06001450200,40.0820793434,0,39.876880985,28.659370725,44.049247606,51.2311901505
06001450300,88.7140902873,0,88.2352941176,74.2134062927,79.6169630643,81.6689466484
06001450400,81.1901504788,0,80.6429548564,68.2626538988,81.5321477428,84.8837209302
06001450501,73.3926128591,0,72.9138166895,4.78796169631,3.62517099863,15.2530779754
06001450502,37.6196990424,0,37.4829001368,57.4555403557,46.169630643,47.6744186047
06001450601,63.1326949384,0,62.7222982216,96.9220246238,90.902872777,80.9165526676
06001450603,96.6484268126,0,96.3064295486,95.3488372093,94.2544459644,95.0752393981
06001450604,22.9822161423,0,22.9138166895,13.8166894665,22.1614227086,29.6169630643
06001450605,41.3816689466,0,41.1764705882,29.9589603283,45.5540355677,53.2147742818
06001450607,81.6005471956,0,81.0533515732,82.6265389877,85.1573187415,83.6525307798
06001450609,48.7004103967,0,48.4268125855,84.8837209302,66.6210670315,22.024623803
06001450701,95.9644322845,0,95.6908344733,79.1381668947,81.46374829,84.1313269494
06001450741,90.1504787962,0,89.7400820793,29.6169630643,64.4322845417,73.7346101231
06001450742,96.7852257182,0,96.4432284542,72.5034199726,75.8549931601,84.4733242134
06001450743,89.8084815321,0,89.3296853625,96.169630643,88.4404924761,84.3365253078
06001450744,79.2749658003,0,78.7277701778,72.366621067,79.6853625171,81.2585499316
06001450745,91.3816689466,0,90.9712722298,96.2380300958,93.4336525308,91.5868673051
06001450746,61.4227086183,0,61.0123119015,48.8372093023,19.0150478796,19.6306429549
06001450750,52.1887824897,0,51.9151846785,68.878248974,69.7674418605,70.1094391245
06001450752,80.8481532148,0,80.3009575923,71.7510259918,84.610123119,88.1668946648
06001451102,33.1053351573,0,32.9685362517,50.7523939808,36.8673050616,39.0560875513
06001451103,93.8440492476,0,93.5020519836,95.4856361149,92.8180574555,93.0916552668
06001451104,99.9316005472,0,99.7948016416,99.5896032832,99.5896032832,99.5896032832
06001451201,43.707250342,0,43.5020519836,31.6005471956,48.4268125855,56.292749658
06001451202,66.9630642955,0,66.5526675787,92.8180574555,82.2845417237,78.8645690834
06001451300,96.1012311902,0,95.8276333789,89.8084815321,90.7660738714,94.8700410397
06001451401,74.4186046512,0,73.8714090287,77.3597811218,95.1436388509,93.6388508892
06001451403,13.6114911081,0,13.6114911081,7.11354309166,10.4651162791,19.7674418605
06001451404,27.633378933,0,27.4965800274,33.3789329685,29.0697674419,34.8837209302
06001451501,58.8235294118,0,58.4815321477,54.5143638851,87.3461012312,84.7469220246
06001451503,68.3310533516,0,67.9206566347,38.3036935705,29.6169630643,37.9616963064
06001451504,91.244870041,0,90.8344733242,77.7017783858,86.2517099863,85.5677154583
06001451601,54.9931600547,0,54.7195622435,69.0834473324,66.1422708618,66.1422708618
06001451602,70.2462380301,0,69.8358413133,78.1121751026,79.1381668947,79.1381668947
06001451704,28.0437756498,0,27.9069767442,20.5882352941,27.7701778386,35.5677154583
06001981900,66.6210670315,0,66.2106703146,72.5718194254,50.4787961696,38.7824897401
06001982000,98.3584131327,0,98.1532147743,99.4528043776,98.7688098495,98.4268125855
06001982100,69.9042407661,0,69.4938440492,86.9357045144,90.4924760602,90.0820793434
06001983200,70.9986320109,0,70.5198358413,53.2831737346,27.4965800274,29.4117647059
06013301000,79.4801641587,0,78.9329685363,63.0642954856,77.3597811218,85.1573187415
06013302005,70.4514363885,98.6320109439,70.0410396717,90.560875513,89.5348837209,88.7140902873
06013302006,41.7236662107,0,41.5184678523,67.5786593707,42.2708618331,30.3693570451
06013302007,83.4473324213,0,83.0369357045,69.3570451436,85.9097127223,86.4569083447
06013302009,24.8974008208,0,24.7606019152,61.2175102599,37.8932968536,31.0533515732
